Golpata Extraction Capacity,Catching Capacity Mangrove,Catching Capacity Household,Crop Production Capacity,Mangrove Fishers in Loan,Household Fishers in Loan,Farmers in Loan,Golpata Stock,Current Bawali Count
-10.326674512764077,2.253404642977744,2.5382739151607465,0.4604127261843992,107,0,35,49904.05512755122,265
-9.766718081516965,2.2593593197428636,2.529580661763694,0.4523092936662952,107,1,42,51807.98597088056,259
-9.543214547740062,2.2527873421071662,2.5325738918643013,0.4435162726534221,113,1,49,53841.39603576823,261
-8.980053351073396,2.2516546315222854,2.536149887933395,0.43650076091707823,116,1,42,56099.54209884021,253
-8.82177791319405,2.259117511236826,2.5265824109148873,0.42524345745753217,112,1,46,58905.88435612243,258
-8.099529666098006,2.263714871671381,2.5377958279422597,0.4286086983798477,110,1,34,48052.4561307181,241
-8.603453482397859,2.259503694964239,2.544061346440556,0.38794235606979255,111,1,34,50263.87370752185,267
-8.005939400256267,2.258626217454325,2.5457729271392884,0.4043908418457018,113,1,35,51958.41434396821,252
-8.361464258403014,2.260003597662881,2.530981533847225,0.3675348840441948,117,1,22,53929.45299780289,273
-7.582602127636788,2.261409629735377,2.545928439278693,0.39645148188918217,119,1,36,55656.240453408675,251
-7.790904814926618,2.253735367637303,2.547836347499596,0.3652718088653163,116,1,29,57592.13383136137,266
-7.392193985823833,2.2582632491610393,2.568432249094184,0.3786606735592258,120,0,43,45692.71907001007,254
-7.844580622694244,2.2534943693555296,2.5644452922179903,0.3401700794907412,117,0,35,47009.94579158945,279
-7.3737309820398265,2.255694330162684,2.5417219335462864,0.3507114316205981,120,0,38,47358.7827446163,263
-7.448727282885222,2.254863880354245,2.557369764586133,0.33765870918996027,115,0,36,48338.48075831387,273
-7.019456034151585,2.239052811131026,2.571745124263735,0.34014081739109797,120,1,34,49886.46532210333,261
-6.901655971645382,2.244473537230526,2.576751425554923,0.339748473619806,125,1,39,51350.03218368404,263
-6.625318742196907,2.2346339480184905,2.5854617424266033,0.3367094007664788,129,1,27,52716.51006378612,256
-6.630481647611232,2.2370336417736683,2.5812235527215055,0.33398469540064746,128,1,39,54341.515761671406,262
-6.313490523999578,2.2454628808329913,2.5859878974041477,0.32728602983850474,129,1,25,55769.693902409745,252
-6.399157124954413,2.245907691182293,2.602787532203991,0.3185651453901469,130,1,47,57246.15954967045,263
-6.065472608737022,2.2435314559971236,2.6126324652860275,0.3246453524574307,130,1,40,45320.25983743288,249
-6.417558233345734,2.2470571721819224,2.619281638177297,0.29291681777995615,126,1,31,46674.805505998345,273
-5.935718441280242,2.24669391550316,2.6211862011797287,0.306700509094533,127,1,36,48164.56707213021,255
-6.024608877559389,2.247639973521991,2.6317959140191345,0.29767832543166245,121,0,37,49341.03617939499,264
-5.78492303885463,2.2518797817043574,2.6381900107959164,0.29917778680251633,123,0,33,50482.67318753599,256
-5.981596328957651,2.253236210497582,2.6432959961047997,0.28134652478279126,125,0,37,52094.7555338164,273
-5.440196856192376,2.250652857824987,2.644056394097822,0.3010007467599006,120,0,36,53479.45974395821,249
-5.606291807134833,2.249588957035938,2.662833813115568,0.2773736426155749,126,0,22,55052.03705513851,263
-5.407777871018696,2.2439604638578987,2.6950292429943117,0.2820026435785262,128,0,46,56437.229124749065,258
-5.262550783536048,2.246024393697536,2.6988264275223193,0.27886107870813776,129,0,43,58382.29435035475,255
-5.114062290528583,2.2538139745928127,2.7111531092998904,0.28284324847193953,125,0,39,46565.79786305405,248
-5.314042565560528,2.2566343529377377,2.728054651132331,0.2576410242243893,121,0,29,48315.91446032305,268
-4.800159674063461,2.254125558362548,2.7157167167829397,0.27937407970975225,120,0,40,49933.782913961215,240
-5.145523131330918,2.2516489684211747,2.7218613244916785,0.25088712022514886,120,0,38,51642.29926032321,268
-4.691660383804644,2.252128875998813,2.7405585164650854,0.2714311586040659,124,0,47,52884.22792566297,242
-4.989444092252975,2.2418118684538935,2.7245472900391885,0.24606173150096014,122,0,30,54330.98038491382,267
-4.715442394505178,2.243635294422174,2.7236941481519605,0.2538661755269342,124,0,30,55290.57309985001,252
-4.815035678003516,2.2386208847768794,2.763723069865639,0.242974136480248,129,0,36,56440.18678867139,263
-4.574103596909039,2.2398264481451524,2.760782912364165,0.2463278233843311,128,1,38,57792.66155875627,252
-4.633189529806228,2.24041088542525,2.7727515542014642,0.2439405390996595,125,1,42,45470.68874757009,256
-4.775202657342589,2.2461732175062563,2.8086112937729837,0.22751436892674812,127,1,31,46117.548127341,272
-4.5192737752404675,2.2471587389661045,2.8416634939499983,0.2387515723627685,124,1,32,46463.5870246558,255
-4.735362790693149,2.2448847950583204,2.8741773252240574,0.21917939581619528,127,1,32,47487.876818412435,275
-4.351799102681449,2.2466749146660665,2.912985047340885,0.23643399264573267,126,1,43,48114.816029924536,250
-4.588996039596704,2.2410120187986373,2.9527991795688275,0.21884425413124273,123,1,36,48783.23992499393,272
-4.199693010459702,2.2327630158253053,2.9766293085352276,0.23384559895642754,122,1,35,49854.368624645445,246
-4.373273816950736,2.2342369254596908,3.028527115117318,0.21959638313354737,117,1,37,50872.22747694794,265
-4.095943596448096,2.2421822975211345,3.0652006872333772,0.22634738656783843,120,1,36,52100.94380755593,248
-4.143576093066456,2.241769925564935,3.1315341381641058,0.22076634530031083,122,1,43,53186.983934507916,255
-4.075531582017106,2.2460501483861424,3.167793444388624,0.2156984189190043,126,1,29,54567.59354777314,254
-3.9653036864784132,2.2460334077914634,3.2111567004358266,0.21705722849845913,122,1,31,55653.71238583676,247
-4.115654924650699,2.241393632905104,3.2013745022100553,0.20475539396217046,122,1,33,56853.43716003637,264
-3.9111703017564725,2.245172745964138,3.2828974720677193,0.21560532012265193,120,1,41,57629.336357967324,250
-3.9458751039116504,2.2525735683826418,3.3439893307290918,0.20603552304324024,123,1,23,44975.645072854095,253
-4.078033956215804,2.254710358943281,3.4045347864420386,0.19957789103497206,123,0,35,44996.532449110295,268
-4.017883995564577,2.2560155455190727,3.493778815524629,0.19606046249944736,126,1,28,45062.958323417544,264
-3.9919022278064187,2.250978905044634,3.601443281992048,0.19655165728587823,129,1,43,44951.48728231944,266
-3.8651880631189073,2.255460746264149,3.7266403310484355,0.19749289249475657,129,1,38,44914.85101968908,256
-3.925445722140176,2.2532340737230445,3.847881826255778,0.19341003273925556,125,1,38,44996.31004142661,264
-3.8688523114825584,2.246951086616327,3.931876649506086,0.19074551303369033,124,1,27,44946.79270979837,261
-3.837943214169425,2.2492563904330938,4.080089725393948,0.1886016011540616,125,1,36,45088.67429594133,263
-3.6910016356481585,2.2491517247917234,4.088717214402641,0.19468673464442493,125,1,38,45711.66505813206,252
-3.6893396862619,2.2489066656366075,4.253729481631402,0.18981061768269275,126,1,31,45988.781237172814,254
-3.6386355569922837,2.2419020100161786,4.386346955707684,0.19004920852361917,126,2,35,46778.6669772595,254
-3.614016678738848,2.2530078246503207,4.553963219704266,0.1855063824539656,129,3,28,47370.218230378865,253
-3.6621796096395873,2.2506821475003074,4.564066843861129,0.1820087584116694,128,3,47,48060.16818163729,262
-3.496073482846212,2.2569892507539286,4.710300996296294,0.18548321232195444,127,3,38,47981.284663641505,249
-3.5529817909625994,2.2617128936079998,4.937136572247627,0.17860547714854558,127,2,34,48439.19477952596,257
-3.5193408341249306,2.2520180302220427,5.188251085874879,0.17933935290176037,123,2,38,48231.06219741228,255
-3.5567425674749904,2.254918842571244,5.456264991020397,0.17183982067218423,126,3,33,47981.0382537846,261
-3.5376619152710838,2.249973933687472,5.675906913514033,0.17109347164161834,124,3,39,47477.055381502665,262
-3.511250698873267,2.2518752598373895,6.00087889336724,0.17325495972399974,121,3,40,46602.37732670269,260
-3.5270646404451704,2.251549606683247,6.354621397654375,0.1681128842185433,124,3,32,46624.81296158069,265
-3.3917270732930866,2.2487048638420797,6.753491949432799,0.1723766459403566,125,3,37,46437.34383064354,253
-3.4683614761238846,2.2486765204235204,7.062945256867158,0.16646860371814695,133,3,45,45948.854749439655,264
-3.378072078602422,2.25517192656318,7.081432757829228,0.16802599453533051,127,3,36,45705.81925674849,254
-3.4830123103973087,2.2513017390514336,7.547201516402081,0.16039052372240203,125,3,43,45211.13386057808,269
-3.2691609885106536,2.257624767961891,8.035567162650961,0.1688674849752281,128,3,38,44663.89046421303,248
-3.383729488698975,2.262224443697197,8.58572328096119,0.15987798190102512,123,3,30,44438.21820082015,263
-3.2555668291590862,2.2552892891419645,9.05171632882173,0.16403598781870307,116,3,34,43938.5834048114,252
-3.3135490028235695,2.2494071903782524,9.705214587361528,0.15924953696986602,111,3,31,43472.13753946428,260
-3.2380075473309073,2.2418784983431133,10.246950052895738,0.16005747745256535,111,2,30,42794.31776739411,255
-3.226465259708575,2.2374095283064324,11.015663576040609,0.15919333004024988,115,2,34,42362.65788282683,255
-3.2356453508526912,2.2404558644473607,11.870463024743614,0.1578962409013166,123,2,37,41640.78522005812,259
-3.158140261764451,2.244309876669054,12.575597872950372,0.15678519879402314,126,1,33,41334.436946907146,252
-3.1553301842277692,2.2419345411386264,12.560354757414784,0.15673977440609926,129,1,45,40733.62377012165,253
-3.146250563123489,2.246955650767274,13.57707233581053,0.1529991705890498,124,1,34,40040.74788491119,254
-3.1828040407935028,2.2415993733343247,14.692188137700425,0.1489722813172816,123,1,36,39148.55042070669,260
-3.2013334027296567,2.2495446886432973,15.898658535884149,0.14761849160480012,118,1,41,37810.86143740034,264
-3.1163325529653543,2.2390502829169754,17.24790279805103,0.14824204417508235,118,1,32,36865.31521693592,257
-3.1010078972815527,2.2424238901623155,17.247981492491267,0.14675487529576564,121,1,34,39735.91916890668,263
-2.8873843221898663,2.246805904288316,18.71170083558942,0.15449492020687056,123,1,27,39221.18183241969,236
-3.060983178463458,2.2407582553544985,20.359298629670214,0.145489316080542,122,1,41,39160.91302427529,261
-2.912119851362026,2.253342984366919,20.353376510411135,0.15064904117813577,118,1,39,38612.22749802774,244
-2.9777076195505807,2.25648294419629,22.13412574136491,0.1435485632540749,113,1,38,38083.40052985979,255
-2.8803144090692556,2.2537157459307413,23.599383083544236,0.1462647091761563,113,1,35,37341.59937488498,245
-2.9768740660000934,2.2467989347532336,25.725974601298883,0.13584480052562015,109,1,37,41493.78619259779,266
-2.654796368154912,2.2527566896585913,28.048064055938266,0.15357728149189598,114,1,42,41005.29521089675,223
-2.909206009844883,2.258041124782899,30.592275742953845,0.13615224216794647,117,1,35,41161.0198387552,259
-2.70791245157244,2.254461425963259,33.40276304789159,0.14777364084572808,120,1,43,41253.65695332468,235
-2.8494629781745537,2.2507101123199433,36.49678709016116,0.13444989110421787,118,1,27,40840.56344399526,256
-2.780152915621454,2.253905776996942,39.89618211467205,0.1379386668358406,118,1,44,39831.246583587046,249
-2.7511315283402427,2.257607994852418,42.722837041502544,0.13733422884246868,121,1,41,39069.371949658205,246
-2.7584256886143304,2.255706212680003,45.73883127404785,0.13553803487949892,117,1,41,38161.68068849667,249
-2.731561353639217,2.245129593244091,50.05647659624924,0.1340398097526295,122,1,34,37493.09462646302,246
-2.776368357400938,2.2455240796346607,54.81602944323582,0.1284875236215493,121,1,36,40966.523657318525,261
-2.5512332164151097,2.251106361999891,54.79398008205231,0.13913029383742678,122,1,31,40401.79313295373,227
-2.764368026580313,2.2479526029730788,54.81441957612825,0.12766203400052953,122,1,39,39125.3616830927,260
-2.634557836929776,2.2481806741283994,60.03657908422716,0.13310857133583598,119,1,32,37968.58050103968,242
-2.7298364260514476,2.2449396416423246,65.7903540415158,0.12447295876910554,121,0,25,37291.1632910704,259
-2.631210389308615,2.250029475282693,72.1140262919837,0.12742571286920193,123,0,37,41657.09959808572,252
-2.465020022199398,2.2532025176870367,79.0638649708178,0.1350451298690744,127,0,36,41186.931163034664,225
-2.63994912534887,2.254321987385851,86.73063267175694,0.12331204413661542,125,0,44,41036.138465204225,257
-2.4717001428970704,2.254345211041677,95.16683843771146,0.13175624804694175,132,0,39,40578.608668391666,230
-2.618475160693451,2.2572447138688396,102.11609336191424,0.1216463153588707,132,0,37,39355.63457922996,255
-2.496020387975358,2.2528274794690217,102.11184515479698,0.12604037400432447,124,0,34,38358.336870662475,236
-2.6119951731316036,2.2480293579451156,109.57957111483024,0.11869775588760666,122,0,43,37297.53346981216,257
-2.525174292692001,2.251243907376488,117.61524041041051,0.12037214051945941,126,0,34,40629.27660214346,249
-2.454594880973356,2.2541999782969255,129.14017088591586,0.12350862815844496,125,0,30,39379.85097463802,236
-2.5628496689883997,2.2552981945668904,141.80483042757203,0.11683627402273254,126,0,35,38626.48705794258,257
-2.4504261119375106,2.2575575185254895,152.2315726123964,0.12213749913860067,123,0,32,36997.31471256047,238
-2.573277340747287,2.2537287581282084,163.45398440960977,0.11205899668199633,125,0,38,40070.30259309866,266
